ticker,security,rec,,yahoo diagram,outlook,rating,use,trust,upward_trend,outlook_date,sector,industry,webscrape_date,net_income,ft_employee,div_yield,one_year,three_year,five_year,ten_year,fifteen_year,avg,rd,peg,profit_margin,roa,roe
MAR,Marriott International,,,,64,,0,0,,8/4/18,Consumer Cyclical,Lodging,12/28/20,,,,-14.7,-0.33,14.46,12.74,10.08,,,5.5,1.28,0.7,32.99
TREX,Trex,,,,,,,,yes,,,,12/28/20,,,,84.83,45.02,54.83,39.36,23.88,,,0,20.53,26.04,34.69
MAS,Masco,,,,54,,1,0,,8/4/18,Basic Materials,Building Materials,12/28/20,,,1.02,19.47,9.95,15.74,17.39,5.5,,,1.5,,,
MAT,Mattel,,,,18,,1,0,,8/4/18,Consumer Cyclical,Leisure,1/1/21,-4,nan,—,28.78,4.3,-6.06,0.42,4.42,,—,0,-0.08,-0.07,-0.87
MATW,Matthews International Corporation,,,,,,,,,,Industrials,Conglomerates,12/28/20,,,3.16,-23.72,-17.25,-10.45,-0.12,-0.48,,,0,-5.82,-4.09,-13.12
MBT,Mobile Telesystems,,,,,,,,,,,,12/28/20,,,9.38,0.23,4.34,16.11,-0.82,3.28,,,0,10.91,6.03,153.83
MCD,McDonalds,,,,40,,1,0,,8/4/18,Consumer Cyclical,Restaurants,12/28/20,,,,10.05,9.55,14.45,12.41,14.3,,,3,,,
GWW,W.W. Grainger,,,,60,3.8,,,,,Industrials,Industrial Distribution,12/28/20,,,1.42,24.94,22.58,16.58,12.8,13.3,,,3.4,5.38,10.08,31.48
MCK,McKesson,,,,42,,1,0,,8/4/18,Healthcare,Medical Distribution,12/28/20,,,0.92,24.23,3.47,-2.26,9.91,8.79,,,0,0.95,3.7,36.02
EVBG,Everbridge,,,,,,,,,,,,12/29/20,,,,88.39,71.49,—,—,—,,,0,-32.43,-11.62,-35.85
MD,"MEDNAX, Inc.",,,,,,,,,,Healthcare,Medical Care,1/1/21,-723,nan,—,-11.69,-22.85,-19.29,-3.11,0.69,,—,0,-20.6,-18.74,-63.29
MDLZ,Mondelez International,,,,41,,1,0,,8/4/18,Consumer Defensive,Confectioners,12/28/20,,,2.04,7.33,12.05,6.62,9.78,7.76,,,3.1,11.73,4.72,11.43
MDT,Medtronic plc,,,,62,,1,0,,8/4/18,Healthcare,Medical Devices,12/28/20,3537,,1.97,2.71,14.01,9.8,13.39,5.77,,2401,3.5,12.69,3.78,7.02
MED,"Medifast, Inc.",,,,37,3,,,no,9/8/19,Consumer Cyclical,Specialty Retail,12/28/20,,,2.21,87.14,41.72,46.53,21.1,27.64,,,0,11.27,41.25,75.43
ABMD,Abiomed Inc,,,,,,,,,,Healthcare,Medical Devices,1/1/21,208,nan,—,90.05,20.04,29.14,42.17,26.77,,108,0,25.88,16.95,19.12
MET,MetLife,,,,40,,1,0,,8/4/18,Financial Services,Insurance - Life,12/28/20,,,3.94,-5.61,0.5,4.48,3.89,2.22,,,0,8.55,0.74,7.91
MGLN,Magellan Health,,,,,,,,,,Healthcare,Health Care Plans,1/1/21,134,nan,—,5.87,-4.98,6.08,5.77,6.67,,—,0,1.88,4.11,9.11
MGM,MGM Resorts International,,,,46,3.5,,,,9/8/19,Consumer Cyclical,Resorts & Casinos,12/28/20,,,1.01,-7.55,-1.46,7.51,8.23,-0.71,,,0,21.47,4.32,22.78
MGNX,"MacroGenics, Inc.",,,,,,,,,,Healthcare,Biotechnology,1/1/21,-158,nan,—,110.11,6.36,-5.89,—,—,,203,0,-204.24,-43.55,-57.81
MHK,Mohawk Industries,,,,64,,1,0,,8/4/18,Consumer Cyclical,Home Furnishings & Fixtures,1/1/21,532,nan,—,3.35,-20.06,-5.74,9.52,3.27,,—,0,5.7,3.92,6.68
MHO,MI Homes,,,,,,,,,,,,1/1/21,202,nan,—,12.55,8.79,15.1,11.16,0.62,,—,0,6.99,8.76,18.93
MHVYF,Mitsubishi Heavy Industries,,,,,,,,,,,,12/28/20,,,3.06,-25.88,-6.45,-6.43,-0.49,—,,,0,0.02,0.02,0.06
MIDD,Middleby,,,,,,,,,,,,1/1/21,264,nan,—,17.71,-1.51,3.63,16.44,15.73,,—,0,10.28,5.32,13.61
CHD,Church & Dwight,,,,71,,1,0,yes,8/4/18,Consumer Defensive,Household & Personal Products,12/27/20,,,1.09,24.83,21.42,16.07,18.2,17.53,,,3.4,16.44,11.4,27.04
MKL,Markel,,,,,,,,,,Financial Services,Insurance - Property & Casualty,1/1/21,480,nan,—,-9.61,-3.2,3.19,10.58,8.19,,—,0,5.06,1.17,4.11
VEEV,Veeva Systems Inc,,,,,,,,,,,,1/1/21,343,nan,—,93.55,70.14,56.66,—,—,,273,4.1,24.88,15.31,18.73
MLHR,Herman Miller Inc,,,,,,,,,,,,12/28/20,16,,1.7,-18.66,-1.25,5.92,4.34,2.34,,71,0,0.64,0.85,2.11
MLM,Martin Marietta Materials,,,,66,,1,0,,8/4/18,Basic Materials,Building Materials,12/28/20,,,0.84,1,10.03,14.86,12.18,9.43,,,1.7,14.37,6.47,12.09
MLR,Miller Industries,,,,,,,,,,,,12/28/20,,,2.16,0.78,15.26,12.99,11.6,5.52,,,0,4.36,7.37,11.35
MMC,Marsh & McLennan,,,,53,,1,0,,8/4/18,Financial Services,Insurance Brokers,12/28/20,,,1.61,4.84,14.24,17.24,16.71,9.66,,,2.3,11.91,6.38,25.08
MMLP,Martin Midstream Partners L.P.,,,,44,,1,0,,8/4/18,Energy,Oil & Gas Midstream,12/28/20,,,8.33,-57.71,-28.94,-13.52,-3.93,1.74,,,0,,,
MMM,3M,,,,64,,1,0,maybe,8/4/18,Industrials,Diversified Industrials,12/28/20,4964,,3.4,2.11,-6.54,5.83,9.55,7.27,,1943,3.2,15.65,11.29,43.96
MMP,Magellan Midstream Partners,,,,76,,1,0,,8/4/18,Energy,Oil & Gas Midstream,12/28/20,,,9.99,-24.25,-7.61,-2.02,10.1,11.1,,,0,35.61,11.12,36.32
ROK,Rockwell Automation,,,,69,3.9,1,0,maybe,8/4/18,Industrials,Diversified Industrials,12/28/20,,,1.62,24.61,10.19,20.74,14.45,10.99,,,3.6,16.15,15.29,142.79
MNDO,MIND CTI Ltd (Israel) Ord,,,,27,,1,0,,8/4/18,Technology,Software - Infrastructure,12/28/20,5,,9.88,14.57,6.58,9.57,7.72,7.28,,4,0,21.96,17.82,25.34
NOW,ServiceNow,,,,,,,,,,,,1/1/21,701,nan,—,94.97,61.62,44.77,—,—,,942,3.1,16.6,11.24,34.15
MO,Altria Group,,,,67,,1,0,,8/4/18,Consumer Defensive,Tobacco,12/28/20,,,8.49,-10.26,-10.68,-0.7,10.19,4.57,,,6.3,3.53,1.46,10.61
MOD,Modine Manufacturing,,,,,,,,,,,,1/1/21,-6,nan,—,63.12,-14.65,6.77,-2.08,-5.28,,—,0,-0.31,-0.36,-1.06
VIPS,Vipshop Holdings Limited,,,,,,,,,,Consumer Cyclical,Specialty Retail,1/1/21,3829,nan,—,98.38,33.86,12.98,—,—,,—,0,4.23,9.54,18.68
MOMO,Momo Inc,,,,,,1,0,no,8/4/18,Technology,Internet Content & Information,,,,,,,,,,,,,,,
MOS,Mosaic,,,,,,,,,,Basic Materials,Agricultural Inputs,12/28/20,,,0.91,3.31,-4.2,-4.1,-8.86,4.78,,,0.2,-13.04,-5.51,-11.62
GRMN,Garmin Ltd.,,,,71,,1,0,maybe,8/4/18,Technology,Scientific & Technical Instruments,12/28/20,1020,,2.02,24.55,28.97,28.79,16.52,10.06,,668,3.3,25.89,16.57,21.5
MPC,Marathon Petroleum,,,,72,,1,0,,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,5.97,-28.6,-10.55,-0.88,—,—,,,0,-10.44,-10.62,-34.41
MRK,Merck,,,,48,,1,0,,8/4/18,Healthcare,Drug Manufacturers - Major,12/28/20,11517,,3.04,-9.65,15.51,11.38,10.58,8.32,,10269,1.2,24.32,13.3,41.11
STNE,StoneCo,,,,,,,,,,Technology,Software - Application,1/1/21,803,nan,—,110.38,—,—,—,—,,—,0,27.26,3.41,7.97
MRO,Marathon Oil,,,,48,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/28/20,,,2.2,-50.73,-25.07,-11.62,-1.62,0.89,,,0,-32.3,-5.8,-9.78
MS,Morgan Stanley,,,,65,,1,0,,8/4/18,Financial Services,Capital Markets,12/28/20,,,2.26,37.09,10.89,17.74,10.59,3.03,,,0,21.86,1,12.12
ADI,Analog Devices,,,,78,,,0,yes,8/4/18,Technology,Semiconductors,12/24/20,1221,15900,1.73,22.26,19.01,22.1,15.55,10.42,,1051,2.2,21.79,5.7,10.3
MSI,Motorola Solutions,,,,53,,1,0,,8/4/18,Technology,Communication Equipment,12/28/20,780,,1.49,5.83,24.6,21.01,12.65,1.73,,687,1.7,,,
MTB,M&T Bank Corp.,,,,,,1,0,,8/4/18,Financial Services,Banks - Regional - US,12/28/20,,,3.78,-23.61,-7.49,2.98,6.3,2.93,,,42.1,21.88,0.98,8.85
RNG,RingCentral Inc,,,,,,,,,,,,1/1/21,-106,nan,—,124.68,98.57,74.27,—,—,,172,9.5,-9.66,-6.7,-31.9
IIVI,II-VI Inc,,,,,,,,,,,,1/1/21,5,nan,—,125.6,17.4,32.56,12.6,15.34,,381,0,-0.04,-0.02,-0.05
DLR,Digital Realty Trust,,,,79,,,0,yes,8/4/18,Real Estate,REIT - Office,12/27/20,,,3.29,21.56,10.63,15.83,13.27,14.59,,,5.3,14.74,1.82,4.27
MTZ,MasTec,,,,,,,,,,Industrials,Engineering & Construction,1/1/21,311,nan,—,6.27,11.68,31.44,16.67,13.3,,—,0,4.86,6.18,17.51
MU,Micron Technology,,,,,,1,0,no,8/4/18,Technology,Semiconductor Memory,,,,,,,,,,,,,,,
MUSA,Murphy USA,,,,28,,1,0,,8/4/18,Consumer Cyclical,Specialty Retail,12/28/20,,,0.2,9.24,17.78,15.99,—,—,,,0,3.14,13.79,44.51
MXIM,Maxim Integrated Products,,,,33,,1,0,maybe,8/4/18,Technology,Semiconductors,12/28/20,684,,2.31,43.61,19.92,20.02,15.4,6.87,,447,2.6,30.03,18.65,39.17
MYL,Mylan N.V.,,,,,,1,0,,8/4/18,Healthcare,Drug Manufacturers - Specialty & Generic,12/28/20,,,,100,13.57,30.86,-2.05,—,,,0,,,
ESTC,Elastic,,,,,,,,,,,,12/29/20,,,,134.24,—,—,—,—,,,0,-24.21,-15.12,-28.22
NAPRF,Naspers Ltd,,,,,,,,,,,,12/28/20,,,0.19,24.41,-10.8,7.32,—,—,,,0,63.34,7.47,12.57
NAV,Navistar International,,,,,,,,,,Industrials,Truck Manufacturing,1/1/21,-347,nan,—,51.9,0.83,37.82,-2.72,2.9,,321,0,nan,nan,nan
NAVI,Navient,,,,,,,,,,Financial Services,Credit Services,12/28/20,,,6.83,-25.27,-4.33,0.56,—,—,,,0,23.5,0.43,14.52
NCR,NCR,,,,,,,,,,Technology,Information Technology Services,1/1/21,467,nan,—,6.85,3.39,8.96,9.35,4.26,,243,0,6.84,4.84,46.02
CSIQ,Canadian Solar,,,,,,,,,,,,12/29/20,208,,,135.25,44.75,11.86,15.28,—,,45,0,6.19,3.61,14.7
NDAQ,Nasdaq,,,,66,,1,0,yes,8/4/18,Financial Services,Financial Exchanges,12/28/20,,,1.5,22.37,20.79,18.72,19.31,9.09,,,3.2,17.42,6.55,16.07
DASTY,Dassault Systemes SE ADR,,,,84,3.9,0,0,yes,9/8/19,Technology,Software - Application,12/27/20,470,,0.42,21.48,23.92,20.24,18.4,14.04,,914,3.2,10.65,3.76,9.09
MCO,Moodys,,,,63,,1,0,yes,8/4/18,Financial Services,Capital Markets,12/28/20,,,0.79,18.03,24.68,23.52,27.22,10.93,,,2.4,34.32,17.25,185.22
NEM,Newmont Goldcorp,,,,,,,,,,Basic Materials,Gold,12/28/20,2570,,1.33,45.85,19.83,28.08,1.22,2,,140,0.8,23.19,6.32,11.66
NEWR,New Relic Inc,,,,,,,,,,,,1/1/21,-132,nan,—,-0.47,4.22,12.41,—,—,,165,181.7,-20.65,-11.07,-34.92
RCUS,Arcus Biosciences,,,,,,,,,,,,1/1/21,-88,nan,—,157.03,—,—,—,—,,131,0,-112.63,-17.04,-24.28
NGL,NGL Energy Partners,,,,18,,1,0,,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,40.83,-68.6,-22.23,-1.9,—,—,,,0,-5.43,-4.96,-14.52
NHI,National Health Investors,,,,,,1,0,,8/4/18,Real Estate,REIT - Healthcare Facilities,12/28/20,,,6.74,-8.45,2.64,7.76,8.74,10.24,,,0,56.93,6.17,12.86
NI,NiSource,,,,,,1,0,,8/4/18,Utilities,Utilities - Regulated Gas,12/28/20,,,3.47,-16.41,-1.03,6.01,12.9,7.62,,,3.6,-6.09,-1.32,-6.23
NILSY,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,,,,,,,,,,,,12/28/20,,,6.37,7.5,27.77,25.54,7.21,29.89,,,0,20.53,14.58,86.69
WIX,Wix.com,,,,80,4.3,,,maybe,,,,1/1/21,-175,nan,—,104.25,63.16,61.5,—,—,,297,0,-19.25,-12.38,-75.2
DDOG,Datadog,,,,87,4.2,,,yes,,,,1/1/21,-7,nan,—,160.56,—,—,—,—,,179,0,-1.39,-0.53,-0.88
ADYEY,Adyen,,,,,,,,,,Technology,Software - Infrastructure,1/1/21,190,nan,—,181.82,—,—,—,—,,—,4,6.18,7.23,23.18
NLOK,NortonLifeLock,,,,,,,,,,,,12/28/20,3258,,2.74,30.61,6.48,13.25,9.39,5.85,,270,1.3,131.8,28.91,115.61
NLS,Nautilus,,,,,,,,,,,,1/1/21,34,nan,—,936.57,10.76,1.64,26.13,0.06,,15,0,7.36,14.73,33.09
NLY,Annaly Capital,,,,,,1,0,,8/4/18,Real Estate,REIT - Diversified,12/28/20,,,11.75,-3,-1.03,7.63,2.19,7.04,,,0,,,
NNN,National Retail Properties,,,,,,1,0,,8/4/18,Real Estate,REIT - Retail,12/28/20,,,5.49,-15.25,4.38,5.55,8.71,8.11,,,0,31.59,2.78,5.34
NNVC,NanoViricides,,,,,,,,,,,,1/1/21,-14,nan,—,14.34,-45.37,-34.39,-30.08,-18.55,,5,0,nan,nan,nan
NOC,Northrop Grumman,,,,68,,1,0,,8/4/18,Industrials,Aerospace & Defense,12/28/20,,,1.88,-12.05,1.23,11.15,18.04,12.51,,,1.1,6.94,5.74,24.26
NOV,National Oilwell Varco,,,,,,1,0,,8/4/18,Energy,Oil & Gas Equipment & Services,12/28/20,,,0.82,-45.67,-26.71,-15.76,-8.27,-0.57,,,0,-36.63,-21.35,-38.16
LMND,Lemonade,,,,97,4.8,,,,,,,1/1/21,-121,nan,—,—,—,—,—,—,,—,0,-124.46,-14.56,-21.28
CRSP,CRISPR Therapeutics,,,,69,3.3,,,,,,,12/29/20,,,,155.92,99.58,—,—,—,,,0,-273.1,-19.16,-21.84
JMIA,Jumia Technologies,,,,56,3.6,,,,,,,1/1/21,-177,nan,—,499.55,—,—,—,—,,—,0,-120.5,-64.97,-110.72
NRG,NRG Energy,,,,28,3.4,,,,9/8/19,Utilities,Utilities - Independent Power Producers,12/28/20,4066,,3.66,-9.05,9.05,26.24,7.25,3.48,,8,0,,,
NRZ,New Residential Investment Corp,,,,,,1,0,no,8/4/18,Real Estate,REIT - Residential,12/28/20,,,8.64,-33.96,-6.57,7.58,—,—,,,0,-661.32,-3.68,-23.45
MELI,MercadoLibre,,,,89,4.4,1,0,yes,8/4/18,Consumer Cyclical,Specialty Retail,1/1/21,-4,nan,—,192.9,74.61,71.09,38.08,—,,294,0,-0.39,-0.25,-0.69
NSIT,Insight Enterprises,,,,,,,,,,Technology,Information Technology Services,1/1/21,162,nan,—,8.25,25.72,24.81,19.18,9.46,,—,1.2,1.94,4.15,13.71
NSRGY,Netsle,,,,59,3.9,0,0,yes,9/8/19,Consumer Defensive,Packaged Foods,12/28/20,,,2.49,7.09,12.79,11.18,8.77,11.02,,,4.8,15.27,10.74,28.67
NTAP,NetApp,,,,,,1,0,,8/4/18,Technology,Data Storage,12/28/20,687,,3.6,7.73,7.88,22.18,3.03,6.67,,868,1.6,12.44,8.65,151.66
NTES,NetEase,,,,,,1,0,yes,8/4/18,Technology,Internet Content & Information,12/28/20,14141,,1.73,55.53,9.45,21.46,29.85,26.53,,9607,2.1,20.31,11.29,19.03
NTRS,Northern Trust,,,,,,1,0,,8/4/18,Financial Services,Asset Management,12/28/20,,,3.01,-11.55,-0.02,6.93,6.95,5.15,,,2.5,23.62,0.92,12.29
NUE,Nucor,,,,,,,,,,Basic Materials,Steel,12/28/20,,,3,-4.61,-3.97,7.94,4.24,5.68,,,0,2.14,2.25,4.12
NVAX,Novavax,,,,,,,,,,,,1/1/21,-273,nan,—,2701.76,65.05,-7.85,8.66,2.5,,375,0,nan,nan,nan
AMWL,Amwell,,,,81,3.7,,,,,,,1/1/21,-197,nan,—,—,—,—,—,—,,73,0,-85.51,-13.9,-15.42
NVGS,Navigator Holdings,,,,,,,,,,,,1/1/21,-7,nan,—,-18.71,3.59,-4.31,7.46,—,,—,0,-2.06,-0.36,-0.7
NVR,NVR,,,,,,,,,,Consumer Cyclical,Residential Construction,1/1/21,852,nan,—,7.13,5.16,19.95,19.43,12.45,,—,0,11.85,18.25,32.22
NVS,Novartis,,,,,,,,,,,,12/28/20,7103,,3.4,-3.36,9.51,5.75,8.01,6.56,,9500,2.7,14.33,5.78,13.28
NWL,Newell Brands Inc.,,,,,,,,,,Consumer Defensive,Household & Personal Products,12/28/20,,,4.33,14.18,-7.87,-10.09,4.54,1.79,,,,-1.11,-0.67,-2.63
NWS,News Corp.,,,,,,,,,,Consumer Cyclical,Broadcasting - TV,12/28/20,,,1.12,25.12,2.85,5.59,—,—,,,2.5,-11.47,-6.58,-12.33
NWSA,News Corp. (Class A),,,,51,,0,0,,8/4/18,Consumer Cyclical,Broadcasting - TV,12/28/20,,,1.13,28.9,3.91,6.68,—,—,,,2.5,-11.47,-6.58,-12.33
BLDP,Ballard Power Systems,,,,,,,,,,,,1/1/21,-47,nan,—,225.91,74.42,71.88,31.62,12.17,,34,0,-39.92,-10.32,-12.48
NXPI,NXP Semiconductors,,,,57,,1,0,no,8/4/18,Technology,Semiconductors,12/28/20,,,0.95,22.93,11.23,13.19,23.1,—,,,1.7,-1.7,-0.67,-1.57
SEDG,SolarEdge,,,,,,,,,,,,1/1/21,175,nan,—,235.6,104.07,62.49,—,—,,151,2,11.55,9.7,19.89
NYMT,New York Mortgage Trust Inc,,,,,,1,0,,8/4/18,Real Estate,REIT - Residential,12/28/20,,,9.25,-37.9,-4.21,5.18,6.52,-7.12,,,0,,,
O,Realty Income Corporation,,,,88,,1,0,,8/4/18,Real Estate,REIT - Retail,12/28/20,,,4.66,-11.71,7.3,7.58,9.4,9.93,,,10.3,24.94,2.2,4.12
DASH,DoorDash,,,,62,4,,,too early,,,,1/1/21,-283,nan,—,—,—,—,—,—,,146,0,nan,nan,nan
OBSV,Observa SA,,,,,,,,,,,,1/1/21,-85,nan,—,-45.55,-40.27,—,—,—,,70,0,nan,nan,nan
OC,Owens Corning,,,,68,,1,0,,8/4/18,Basic Materials,Building Materials,12/28/20,,,1.32,21.61,-3.93,11.83,10.26,—,,,0,-7.94,-5.6,-13.01
OCIP,OCI Partners LP,,,,,,1,0,no,8/4/18,Basic Materials,Chemicals,,,,,,,,,,,,,,,
ODP,Office Depot,,,,,,0,0,,8/4/18,Consumer Cyclical,Specialty Retail,12/28/20,,,1.74,13.25,-3.53,-10.38,-5.07,-14.08,,,0,-2.84,-4.31,-14.38
OI,Owens-Illinois,,,,,,,,,,Consumer Cyclical,Packaging & Containers,12/28/20,308,,0.88,-1.95,-19.17,-7.83,-9.1,-3.6,,63,1.4,4.95,3.39,122.71
OKE,Oneok,,,,66,3.6,1,0,,9/8/19,Energy,Oil & Gas Midstream,12/28/20,,,,-43.73,-2.5,17.71,10.23,12.25,,,2.5,7.23,2.83,10.09
PINS,Pinterest,,,,,,1,0,,,Technology,Internet Content & Information,12/28/20,,,,284.42,—,—,—,—,,,0,-26.81,-16.23,-19.12
CRWD,"CrowdStrike Holdings, Inc.",,,,,,,,,,Technology,Software - Infrastructure,1/1/21,-102,nan,—,324.74,—,—,—,—,,187,28.2,-13.4,-6.79,-13.33
SNOW,Snowflake,,,,90,4.3,,,,,,,1/1/21,-423,nan,nan,—,—,—,—,—,,174,0,-86.54,-7.41,-8.52
OLN,Olin Corporation,,,,,,,,,,Basic Materials,Specialty Chemicals,12/28/20,,,3.65,51.56,-6.42,10.08,4.95,4.46,,,0,-18.47,-11.59,-49.06
OMC,Omnicom Group,,,,59,,1,0,,8/4/18,Consumer Cyclical,Advertising Agencies,12/28/20,,,4.13,-20.95,-2.18,-0.74,5.75,4.52,,,5.5,7.1,4.06,37.72
ON,ON Semiconductor Corporation,,,,,,,,no,,Technology,Semiconductors,,,,,,,,,,,,,,,
OPK,OPKO Health,,,,,,,,,,,,1/1/21,-114,nan,—,168.71,-6.93,-17.04,0.74,16.3,,81,0,-9.79,-4.81,-6.99
ORC,Orchid Island Capital Inc,,,,,,1,0,,8/4/18,Real Estate,REIT - Diversified,12/28/20,,,15.05,4.48,-4.66,3.11,—,—,,,0,28.9,0.11,1.11
ORCL,Oracle,,,,52,3.6,1,0,,8/4/18,Technology,Software - Infrastructure,12/28/20,10380,,1.66,23.35,12.59,13.24,8.46,12.41,,6169,1.6,26.34,9.96,88.42
ORI,Old Republic International,,,,,,,,,,Financial Services,Insurance - Diversified,12/28/20,,,4.63,-9.89,3.85,6,7.69,2.78,,,0,4.85,1.45,5.3
ORLY,OReilly Automotive,,,,,,1,0,,8/4/18,Consumer Cyclical,Specialty Retail,1/1/21,1684,nan,—,3.27,23.45,12.3,22.31,19.31,,—,1.2,14.96,14.72,384.78
OSK,Oshkosh,,,,,,,,,,Industrials,Truck Manufacturing,12/28/20,,,1.53,-8.46,-0.91,17.84,10.13,5.09,,,0,4.73,5.7,11.91
OSTK,Overstock.com,,,,39,,1,0,,8/4/18,Consumer Cyclical,Specialty Retail,1/1/21,16,nan,—,580.43,-9.12,31.39,11.3,3.63,,—,0,0.57,2.05,5.51
OTELLO.ST,Otello Corp,,,,,,0,0,no,8/4/18,,,,,,,,,,,,,,,,,
OTTR,Otter Tail Corporation,,,,,,,,,,Utilities,Utilities - Diversified,12/28/20,,,3.72,-14.46,1.49,12.67,9.07,4.94,,,0,11.1,4.14,12.13
OXY,Occidental Petroleum Corporation,,,,,,,,,,Energy,Oil & Gas E&P,12/28/20,,,10.15,-53.65,-30.29,-15.04,-7.78,1.17,,,0,-79.47,-14.96,-86.24
SE,Sea Limited,,,,,,,,,,,,12/28/20,,,,393.81,144.36,—,—,—,,,0,-38.43,-24.96,-138.26
PAA,Plains All American Pipeline,,,,,,,,,,,,12/28/20,,,11.34,-48.36,-16.42,-6.93,-0.87,4.1,,,0,-9.27,-9.33,-21.65
PAG,Penske Automotive Group,,,,,,,,,,Consumer Cyclical,Auto & Truck Dealerships,12/28/20,,,2.27,15.49,8.47,8.64,14.64,8.82,,,1.1,2.17,3.33,15.61
PAGP,Plains GP Holdings,,,,,,,,,,Energy,Oil & Gas Midstream,12/28/20,,,11.35,-47.84,-16.92,-8.44,—,—,,,0,-1.89,-1.81,-27.57
RUN,Sunrun,,,,,,,,,,,,1/1/21,8,nan,—,402.39,127.4,42.59,—,—,,19,0,1,0.14,0.86
SBUX,Starbucks,,,,56,3.9,0,0,yes,1/2/21,Consumer Cyclical,Restaurants,12/28/20,,,1.71,17.14,22.95,12.44,21.1,14.13,,,1.6,,,
EW,Edwards Lifesciences,,,,75,,1,0,yes,8/4/18,Healthcare,Medical Devices,12/29/20,794,,,15.83,33.37,27.76,20.99,24.26,,759,3.4,18.18,12.44,19.79
PAYX,Paychex,,,,64,,1,0,,8/4/18,Industrials,Business Services,12/28/20,,,2.66,14.81,14.24,14.4,13.82,7.45,,,6.3,26.66,12.23,38.8
PBF,PBF Energy,,,,72,,1,0,no,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,8.26,-77.45,-35.06,-20.07,—,—,,,0,-5.86,-10.9,-42.12
PBYI,Puma Biotech,,,,,,,,,,,,1/1/21,-56,nan,—,17.26,-53,-33.42,—,—,,104,0,-23.87,-22.77,-671.97
PCAR,Paccar,,,,63,,1,0,,8/4/18,Industrials,Truck Manufacturing,12/28/20,1424,,1.47,10.82,10.1,15.25,6.51,8.91,,286,0,7.39,5.18,14.14
PCG,PG&E Corp.,,,,37,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,1/1/21,-5121,nan,—,14.63,-34.74,-21.42,-6.27,-0.81,,—,0,-27.81,-5.66,-34.75
OLED,Universal Display Corporation,,,,73,3.4,,,,,,,12/28/20,106,,0.24,15.26,10.11,34.82,22.61,22.9,,82,1.9,27.01,9.19,12.62
ENPH,Enphase Energy,,,,47,3,,,yes,,,,12/29/20,178,,,555.91,313.06,117.69,—,—,,51,0,24.69,21.99,62.51
PEG,Public Service Enterprise Group,,,,61,,1,0,,8/4/18,Utilities,Utilities - Diversified,12/28/20,,,3.33,1.03,7.13,11.38,8.85,5.99,,,4.5,19.74,3.97,12.42
PENN,Penn National Gaming Inc,,,,,,,,,,,,1/1/21,-773,nan,—,237.91,40.22,40.07,14.11,9.67,,—,0,-19.86,-5.31,-33.98
PEP,PepsiCo,,,,53,,0,0,,8/4/18,Consumer Defensive,Beverages - Soft Drinks,12/28/20,,,2.74,8.91,9.68,10.09,10.25,7.78,,,3.9,10.27,8.31,51
PER,Sandridge Permian Trust,,,,,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/28/20,,,,0,12.4,-17.58,—,—,,,0,43.33,16.21,41.37
PETS,PetMed,,,,,,,,,,,,12/28/20,,,3.62,48.43,-6.76,17.29,8.76,7.08,,,0,9.82,19.72,22.92
PFE,Pfizer,,,,62,,0,0,,8/4/18,Healthcare,Drug Manufacturers - Major,12/28/20,8686,,3.97,2.01,5.87,6.82,11.03,5.71,,9039,5.3,17.85,4.97,13.33
PFG,Principal Financial,,,,,,1,0,,8/4/18,Financial Services,Insurance - Diversified,12/28/20,,,4.48,-7.31,-8.27,5.07,6.79,2.2,,,0,8.15,0.45,8.04
PFGC,Performance Food Group,,,,41,,1,0,,8/4/18,Consumer Defensive,Food Distribution,1/1/21,-151,nan,—,-7.52,12.88,15.52,—,—,,—,0.9,-0.58,-2.17,-9
PG,Procter & Gamble,,,,52,,0,0,yes,8/4/18,Consumer Defensive,Household & Personal Products,12/28/20,,,2.25,12.47,16.76,13.76,9.65,7.39,,,4.5,18.56,11.5,28.93
CODX,Co-Diagnostics,,,,na,na,,,,,,,1/1/21,28,nan,—,938.87,52.16,—,—,—,,2,0,58.79,95.57,99.58
PGR,Progressive,,,,69,,1,0,,8/4/18,Financial Services,Insurance - Property & Casualty,12/28/20,,,0.46,37.35,22.32,26.64,18.57,9.21,,,3.7,12.07,8.66,32.44
NIO,Nio Inc,,,,52,3.4,,,too early,,,,1/1/21,-7012,nan,—,1112.44,—,—,—,—,,2685,0,-56.26,-27.37,-314.06
PHM,PulteGroup,,,,,,,,,,Consumer Cyclical,Residential Construction,12/28/20,,,1.1,16.73,11.72,21,20.58,1.16,,,0,11.9,11.95,22.63
PII,Polaris Industries,,,,40,,1,0,,8/4/18,Consumer Cyclical,Recreational Vehicles,12/28/20,25,,2.58,-0.29,-5.39,5.12,11.54,11.34,,295,1.3,0.38,0.54,2.55
DOMO,Domo,,,,86,4.4,,,too early,,Technology,Software - Application,1/1/21,-95,nan,—,193.6,—,—,—,—,,67,0,nan,nan,nan
